User_ID,Age,Gender,Location,New_Social_Media_Follower,User_Lifetime_Days,Product_Purchased,Spend,Converted_to_Course,Product_Rating,NPS_Score,Days_Since_Last_Interaction,Churned,Group,Converted,Upsell_Revenue,Home_Website_Interaction_Count,Time_to_Conversion,Conversion_Channel,Engagement_Score,Funnel_Stage,Ad_Exposure_Count,Referral_Count,Previous_Purchase_History,Location_Tier
481,32,Female,Midwest U.S.,0,367,1-1 Session,207,1,5,7.750234053812025,21.0,1,Control,0,30,9,0,,94.8905109489051,Lead,4,3,0,Urban
482,36,Female,West U.S.,1,136,Data Course,45,1,-1,7.294337932999554,25.0,0,Treatment,1,30,11,0,,9.48905109489051,Lead,4,2,1,Urban
483,40,Male,Europe,0,253,Bundle,60,1,4,7.636260023608906,36.0,0,Control,0,30,19,0,,48.9051094890511,Lead,4,4,0,Urban
484,18,Male,West U.S.,0,159,Bundle,60,1,3,6.724467781983963,,0,Treatment,0,30,18,0,,43.06569343065693,Lead,0,4,0,Urban
485,32,Female,Northeast U.S.,1,52,Data Course,45,0,1,8.662026295436968,34.0,0,Treatment,0,30,12,14,Referral,45.25547445255474,Converted,6,2,1,Urban
486,26,Male,Europe,1,97,,33,0,3,6.040623600765255,8.0,0,Control,0,30,10,0,,10.948905109489052,Engaged,2,1,1,Suburban
487,27,Female,Europe,1,3,Data Course,45,0,4,2.2794806040623596,27.0,0,Control,1,30,4,0,,5.839416058394161,Engaged,5,3,0,Rural
488,24,Male,Midwest U.S.,1,78,eBook,30,0,1,7.750234053812025,37.0,0,Control,0,30,9,0,,26.277372262773724,Engaged,4,2,0,Suburban
489,32,Non-binary,Midwest U.S.,0,116,Data Course,45,0,4,6.040623600765255,15.0,0,Control,0,30,26,0,,59.85401459854016,Lead,4,2,0,Suburban
490,26,Male,West U.S.,1,45,Data Course,45,0,5,9.23189644645256,47.0,1,Treatment,1,30,0,0,,15.328467153284672,Lead,0,0,0,Suburban
491,35,Non-binary,West U.S.,1,157,eBook,30,0,2,7.408311963202673,,0,Treatment,1,30,0,0,,27.00729927007299,Engaged,0,0,0,Urban
492,30,Male,Midwest U.S.,0,320,1-1 Session,35,1,3,8.662026295436968,52.0,0,Treatment,1,30,0,0,,75.18248175182481,Lead,0,3,0,Urban
493,36,Female,Southwest U.S.,1,100,Data Course,45,0,3,6.268571661171491,43.0,1,Control,0,30,27,0,,39.416058394160586,Lead,0,1,1,Urban
494,26,Male,West U.S.,1,184,Bundle,60,1,4,7.408311963202673,8.0,0,Treatment,1,30,10,0,,14.5985401459854,Engaged,4,0,0,Urban
495,33,Female,Southwest U.S.,1,100,,177,0,1,5.014857328937193,24.0,0,Control,0,30,14,0,,43.06569343065693,Lead,2,2,1,Urban
496,31,Male,Europe,0,337,,97,0,5,7.864208084015143,38.0,0,Control,0,30,14,0,,78.83211678832117,Lead,4,3,1,Suburban
497,36,Female,Northeast U.S.,1,97,eBook,30,1,3,6.838441812187082,49.0,0,Control,0,30,5,0,,6.569343065693431,Lead,3,2,0,Urban
498,30,Female,Southwest U.S.,1,98,Data Course,45,0,1,6.724467781983963,21.0,0,Treatment,1,30,23,18,Website,27.00729927007299,Converted,9,2,1,Suburban
499,28,Male,West U.S.,0,262,Data Course,45,0,4,3.3052468758904223,44.0,0,Control,0,30,20,0,,56.934306569343065,Lead,2,3,0,Rural
500,28,Male,Midwest U.S.,1,77,1-1 Session,93,1,2,4.672935238327839,58.0,0,Control,0,30,23,0,,15.328467153284672,Lead,3,1,1,Urban
501,25,Female,Midwest U.S.,0,220,eBook,30,0,3,7.0663898725933185,31.0,0,Control,0,30,11,0,,70.8029197080292,Lead,5,4,0,Urban
502,32,Male,Northeast U.S.,0,312,eBook,30,0,4,4.672935238327839,,1,Treatment,1,30,15,0,,81.75182481751825,Lead,2,2,1,Urban
503,18,Female,Northeast U.S.,0,166,eBook,30,0,3,8.320104204827617,0.0,0,Treatment,1,30,24,27,Social Media,62.04379562043796,Converted,7,2,1,Rural
504,34,Female,Europe,0,132,,0,1,5,9.117922416249444,21.0,0,Control,1,30,29,0,,42.33576642335766,Engaged,1,2,0,Suburban
505,20,Male,Southwest U.S.,0,104,eBook,30,0,5,6.952415842390199,18.0,0,Treatment,0,30,17,0,,40.87591240875913,Lead,5,1,0,Rural
506,28,Female,Northeast U.S.,1,155,eBook,30,0,4,6.1545976309683725,2.0,0,Treatment,1,30,11,9,Email Campaign,40.14598540145985,Converted,13,0,1,Suburban
507,26,Male,Europe,0,333,eBook,30,0,1,9.003948386046323,47.0,1,Treatment,1,30,17,0,,64.23357664233576,Lead,2,5,0,Urban
508,26,Female,Europe,1,30,Bundle,60,1,2,10.0,28.0,1,Control,0,30,28,0,,9.48905109489051,Lead,3,1,0,Rural
509,33,Female,Europe,0,374,eBook,30,0,4,8.662026295436968,34.0,0,Treatment,1,30,11,204,Email Campaign,88.32116788321169,Converted,6,0,1,Urban
510,39,Male,West U.S.,1,146,eBook,30,0,2,6.3825456913746095,28.0,0,Control,1,30,12,0,,29.1970802919708,Lead,1,1,0,Suburban
511,38,Male,Northeast U.S.,1,84,1-1 Session,19,1,1,4.672935238327839,35.0,1,Treatment,1,30,9,0,,28.46715328467153,Lead,0,2,0,Suburban
512,26,Female,Midwest U.S.,0,355,1-1 Session,180,1,3,2.963324785281069,57.0,0,Treatment,0,30,5,0,,77.37226277372264,Lead,0,0,0,Suburban
513,23,Female,Europe,1,50,1-1 Session,79,1,2,6.724467781983963,8.0,0,Treatment,1,30,15,19,Referral,29.1970802919708,Converted,9,1,1,Suburban
514,32,Male,Midwest U.S.,1,12,Bundle,60,1,2,7.0663898725933185,39.0,1,Control,0,30,34,15,Website,15.328467153284672,Converted,14,0,1,Rural
515,26,Male,West U.S.,1,120,eBook,30,0,2,3.98909105710913,34.0,0,Control,1,30,5,0,,28.46715328467153,Engaged,0,0,0,Suburban
516,37,Male,Southwest U.S.,0,255,eBook,30,0,5,8.092156144421377,30.0,0,Treatment,1,30,12,177,Referral,87.59124087591242,Converted,6,1,0,Urban
517,33,Female,West U.S.,0,269,eBook,30,0,5,4.217039117515366,15.0,1,Control,1,30,0,142,Website,83.21167883211679,Converted,8,1,1,Urban
518,27,Male,West U.S.,1,87,,42,0,2,6.3825456913746095,31.0,1,Treatment,0,30,19,0,,15.328467153284672,Lead,1,2,0,Rural
519,25,Female,Northeast U.S.,0,393,eBook,30,0,2,6.724467781983963,10.0,0,Treatment,1,30,0,0,,81.02189781021897,Engaged,5,1,0,Suburban
520,31,Male,Europe,0,180,,25,0,1,5.698701510155901,26.0,0,Treatment,1,30,0,74,Email Campaign,62.77372262773723,Converted,12,2,1,Suburban
521,32,Female,West U.S.,0,225,,0,0,5,8.206130174624496,27.0,0,Treatment,0,30,33,84,Website,56.934306569343065,Converted,7,3,1,Urban
522,26,Male,Europe,0,138,1-1 Session,81,1,3,8.206130174624496,,0,Control,0,30,38,22,Website,52.55474452554745,Converted,15,3,1,Urban
523,33,Male,Midwest U.S.,1,118,Bundle,60,1,3,7.978182114218262,18.0,1,Control,1,30,7,0,,11.67883211678832,Engaged,2,1,1,Suburban
524,42,Female,Southwest U.S.,1,147,Data Course,45,0,1,6.724467781983963,0.0,1,Control,1,30,1,0,,28.46715328467153,Lead,0,1,0,Suburban
525,24,Male,Southwest U.S.,0,318,Data Course,45,0,2,10.0,16.0,0,Control,0,30,13,0,,88.32116788321169,Engaged,0,3,0,Urban
526,19,Male,Midwest U.S.,0,228,Data Course,45,0,3,8.206130174624496,30.0,0,Treatment,1,30,8,0,,36.496350364963504,Engaged,3,2,0,Rural
527,33,Non-binary,Northeast U.S.,0,210,Data Course,45,0,5,9.345870476655678,33.0,0,Control,1,30,2,0,,18.97810218978102,Lead,0,1,0,Suburban
528,38,Male,Midwest U.S.,0,307,eBook,30,0,5,10.0,41.0,0,Control,0,30,26,0,,91.24087591240875,Lead,0,1,0,Rural
529,33,Male,Midwest U.S.,1,18,Data Course,45,0,5,10.0,68.0,1,Control,0,30,31,2,Email Campaign,24.087591240875916,Converted,5,2,1,Urban
530,34,Male,Northeast U.S.,0,220,Bundle,60,1,2,3.647168966499776,33.0,0,Control,1,30,24,0,,54.01459854014598,Lead,2,0,0,Suburban
531,29,Non-binary,Northeast U.S.,0,356,1-1 Session,0,1,1,4.444987177921602,36.0,1,Treatment,1,30,8,0,,69.34306569343066,Lead,2,4,0,Suburban
532,28,Male,West U.S.,1,102,,169,0,3,5.128831359140312,12.0,0,Control,1,30,6,0,,25.547445255474454,Lead,0,0,0,Suburban
533,18,Male,Europe,1,3,eBook,30,0,1,5.356779419546547,27.0,0,Control,0,30,29,5,Referral,29.1970802919708,Converted,9,1,1,Suburban
534,21,Male,Southwest U.S.,0,364,,0,0,4,7.750234053812025,37.0,1,Treatment,0,30,17,30,Website,69.34306569343066,Converted,6,2,1,Suburban
535,23,Female,Northeast U.S.,0,303,Data Course,45,1,3,7.864208084015143,28.0,1,Treatment,1,30,6,0,,59.85401459854016,Engaged,1,2,1,Suburban
536,40,Female,Northeast U.S.,0,412,Data Course,45,0,1,5.584727479952783,53.0,1,Treatment,0,30,19,1,Email Campaign,90.51094890510949,Converted,14,4,1,Urban
537,27,Female,West U.S.,0,316,,82,0,2,10.0,46.0,0,Treatment,1,30,22,26,Website,65.69343065693431,Converted,11,3,0,Suburban
538,34,Female,West U.S.,1,82,,126,0,4,10.0,59.0,1,Control,0,30,30,71,Website,55.47445255474452,Converted,7,1,1,Urban
539,21,Female,Europe,0,269,1-1 Session,95,1,1,10.0,14.0,0,Treatment,0,30,8,0,,72.99270072992701,Lead,0,1,1,Suburban
540,20,Non-binary,Northeast U.S.,0,360,Bundle,60,1,3,6.952415842390199,0.0,0,Treatment,0,30,20,0,,84.67153284671532,Engaged,1,3,0,Suburban
541,28,Female,Northeast U.S.,0,239,eBook,30,0,2,10.0,40.0,1,Treatment,1,30,11,7,Website,70.8029197080292,Converted,13,2,1,Urban
542,25,Male,West U.S.,1,82,1-1 Session,155,1,4,10.0,22.0,0,Control,0,30,8,0,,23.35766423357664,Lead,1,1,0,Suburban
543,18,Male,Midwest U.S.,1,119,,68,0,2,2.735376724874833,48.0,0,Control,0,30,33,0,,31.38686131386861,Lead,2,2,0,Urban
544,28,Female,Europe,0,103,eBook,30,0,1,4.672935238327839,56.0,0,Control,0,30,25,0,,49.63503649635037,Lead,4,2,1,Suburban
545,27,Male,Northeast U.S.,1,77,eBook,30,0,3,6.4965197215777275,33.0,1,Control,0,30,18,0,,2.9197080291970803,Lead,1,0,0,Urban
546,27,Female,Southwest U.S.,0,379,Data Course,45,0,3,3.761142996702895,7.0,1,Control,1,30,3,0,,75.18248175182481,Lead,5,2,0,Urban
547,18,Female,Southwest U.S.,1,26,1-1 Session,0,1,3,10.0,30.0,1,Treatment,1,30,2,0,,13.86861313868613,Lead,5,2,0,Suburban
548,40,Male,West U.S.,0,350,1-1 Session,39,1,4,5.242805389343428,42.0,0,Control,0,30,11,0,,64.96350364963503,Lead,0,1,1,Urban
549,29,Female,Southwest U.S.,0,268,Data Course,45,1,-1,8.889974355843204,13.0,0,Control,0,30,35,5,Website,70.8029197080292,Converted,13,3,0,Rural
550,37,Female,West U.S.,1,66,Data Course,45,0,5,8.434078235030734,28.0,0,Control,0,30,17,0,,20.437956204379564,Engaged,1,1,0,Urban
551,35,Male,Midwest U.S.,1,95,1-1 Session,0,1,-2,5.698701510155901,11.0,0,Treatment,1,30,9,0,,20.437956204379564,Engaged,3,0,0,Suburban
552,22,Female,West U.S.,0,184,Data Course,45,0,3,8.889974355843204,20.0,0,Treatment,0,30,6,0,,54.74452554744526,Lead,2,3,0,Suburban
553,48,Female,Northeast U.S.,0,408,,48,0,2,10.0,15.0,1,Treatment,1,30,26,84,Website,89.78102189781022,Converted,9,1,1,Urban
554,45,Female,Southwest U.S.,1,55,,0,1,5,2.735376724874833,61.0,1,Treatment,0,30,16,0,,49.63503649635037,Engaged,2,1,0,Rural
555,36,Female,Northeast U.S.,1,69,Bundle,60,1,2,8.092156144421377,29.0,0,Control,1,30,2,0,,40.14598540145985,Engaged,3,1,0,Suburban
556,43,Female,Southwest U.S.,1,57,eBook,30,0,2,7.0663898725933185,1.0,1,Treatment,1,30,11,18,Website,8.75912408759124,Converted,9,0,1,Suburban
557,38,Female,Southwest U.S.,0,310,1-1 Session,59,1,4,7.978182114218262,18.0,0,Treatment,0,30,8,0,,75.91240875912408,Engaged,3,2,0,Urban
558,35,Female,West U.S.,1,95,,116,0,4,8.776000325640087,35.0,0,Treatment,0,30,7,0,,20.437956204379564,Lead,2,2,0,Urban
559,39,Male,Europe,0,186,1-1 Session,15,1,3,10.0,46.0,0,Control,0,30,26,92,Referral,80.2919708029197,Converted,14,5,1,Suburban
560,38,Male,Southwest U.S.,0,184,,39,0,2,7.978182114218262,26.0,1,Control,0,30,11,0,,51.09489051094891,Lead,4,1,0,Urban
561,44,Female,Southwest U.S.,0,114,1-1 Session,62,1,2,6.040623600765255,30.0,0,Control,0,30,10,0,,44.52554744525548,Engaged,1,1,0,Rural
562,23,Female,Europe,0,349,,47,0,3,5.014857328937193,32.0,0,Treatment,1,30,13,23,Website,81.02189781021897,Converted,13,3,1,Urban
563,35,Non-binary,Northeast U.S.,1,170,eBook,30,0,1,1.025766271828062,25.0,1,Control,1,30,4,0,,28.46715328467153,Lead,2,0,0,Rural
564,34,Female,Southwest U.S.,0,179,1-1 Session,164,1,2,4.103065087312247,,0,Control,0,30,22,0,,51.82481751824818,Lead,3,4,0,Rural
565,26,Female,West U.S.,0,201,Bundle,60,1,5,7.180363902796436,,0,Treatment,0,30,3,0,,40.14598540145985,Lead,3,0,0,Urban
566,36,Male,Europe,0,176,,21,0,1,3.8751170269060133,2.0,0,Control,1,30,13,0,,41.6058394160584,Lead,4,2,0,Urban
567,26,Female,Europe,1,32,Data Course,45,0,2,6.040623600765255,25.0,0,Control,0,30,17,0,,4.37956204379562,Lead,4,1,0,Urban
568,42,Female,Southwest U.S.,0,345,eBook,30,0,4,5.698701510155901,42.0,0,Treatment,1,30,20,0,,70.07299270072993,Engaged,0,3,1,Urban
569,22,Male,Northeast U.S.,0,178,,0,1,3,8.320104204827617,11.0,1,Control,0,30,15,0,,10.948905109489052,Engaged,4,0,1,Urban
570,31,Male,Northeast U.S.,1,54,Data Course,45,0,2,9.687792567265031,35.0,0,Control,0,30,16,8,Social Media,40.87591240875913,Converted,11,1,1,Urban
571,23,Female,Midwest U.S.,1,103,eBook,30,0,4,9.801766597468148,15.0,1,Control,0,30,25,0,,21.897810218978105,Engaged,0,0,1,Urban
572,34,Male,Midwest U.S.,1,52,1-1 Session,30,1,5,4.900883298734075,0.0,0,Control,0,30,12,0,,29.92700729927008,Engaged,5,0,0,Urban
573,20,Female,West U.S.,1,102,Data Course,45,0,5,9.345870476655678,42.0,0,Treatment,0,30,24,0,,24.817518248175183,Lead,1,0,0,Urban
574,22,Female,Southwest U.S.,0,363,1-1 Session,11,1,1,5.242805389343428,44.0,1,Treatment,0,30,11,0,,86.86131386861314,Lead,5,2,0,Rural
575,40,Male,Northeast U.S.,0,198,,42,0,1,10.0,25.0,0,Control,0,30,17,0,,60.58394160583942,Lead,0,3,1,Urban
576,34,Male,Midwest U.S.,1,110,1-1 Session,76,1,3,4.217039117515366,22.0,0,Control,1,30,24,16,Website,10.948905109489052,Converted,14,1,1,Rural
577,57,Female,Southwest U.S.,1,125,Data Course,45,0,3,5.242805389343428,17.0,0,Treatment,0,30,22,0,,42.33576642335766,Lead,1,0,0,Rural
578,46,Male,Southwest U.S.,0,296,eBook,30,0,2,6.3825456913746095,48.0,1,Control,0,30,9,0,,81.02189781021897,Engaged,0,2,1,Urban
579,25,Male,Northeast U.S.,0,386,Data Course,45,0,3,6.952415842390199,46.0,1,Control,1,30,6,0,,73.72262773722628,Engaged,5,3,1,Urban
580,26,Male,Southwest U.S.,1,95,eBook,30,0,4,4.672935238327839,21.0,0,Treatment,1,30,27,9,Website,27.00729927007299,Converted,5,1,1,Urban
581,44,Male,Europe,1,86,eBook,30,0,1,6.838441812187082,22.0,0,Control,1,30,8,0,,35.03649635036496,Lead,1,0,0,Urban
582,34,Female,Midwest U.S.,0,124,eBook,30,0,4,5.128831359140312,19.0,0,Control,0,30,17,0,,35.03649635036496,Engaged,1,0,1,Urban
583,47,Female,West U.S.,0,151,eBook,30,0,3,7.294337932999554,33.0,0,Control,0,30,24,0,,37.22627737226277,Lead,2,0,1,Urban
584,32,Male,Midwest U.S.,1,114,eBook,30,0,2,7.0663898725933185,22.0,0,Treatment,1,30,0,0,,28.46715328467153,Engaged,2,2,0,Suburban
585,47,Female,Southwest U.S.,0,276,1-1 Session,112,1,2,7.978182114218262,25.0,0,Control,0,30,19,0,,72.26277372262774,Engaged,4,1,0,Suburban
586,32,Male,Europe,0,117,eBook,30,0,1,4.217039117515366,21.0,1,Treatment,1,30,13,48,Referral,45.98540145985402,Converted,4,5,1,Urban
587,18,Female,Midwest U.S.,0,322,eBook,30,0,4,8.776000325640087,19.0,0,Control,0,30,17,326,Social Media,81.75182481751825,Converted,4,4,1,Suburban
588,18,Female,Northeast U.S.,0,214,,74,0,5,10.0,29.0,0,Control,0,30,18,0,,65.69343065693431,Engaged,2,2,1,Urban
589,44,Male,Europe,1,79,1-1 Session,64,1,3,7.978182114218262,,0,Treatment,1,30,22,11,Website,48.17518248175183,Converted,10,1,1,Urban
590,21,Male,Midwest U.S.,1,71,1-1 Session,160,1,1,5.926649570562137,,0,Control,0,30,16,0,,29.92700729927008,Lead,1,2,0,Urban
591,38,Female,Southwest U.S.,0,180,eBook,30,0,1,10.0,46.0,0,Treatment,1,30,24,77,Email Campaign,48.17518248175183,Converted,12,1,1,Urban
592,20,Female,Northeast U.S.,0,239,Data Course,45,0,2,8.662026295436968,35.0,0,Treatment,0,30,21,0,,40.14598540145985,Lead,0,1,0,Suburban
593,29,Female,Southwest U.S.,1,59,Data Course,45,0,1,10.0,60.0,0,Treatment,0,30,9,0,,34.306569343065696,Lead,1,0,0,Urban
594,18,Female,Southwest U.S.,0,299,1-1 Session,218,1,-3,4.217039117515366,2.0,0,Control,0,30,9,0,,71.53284671532847,Lead,1,2,0,Suburban
595,32,Female,Northeast U.S.,1,129,1-1 Session,144,1,1,9.23189644645256,39.0,0,Treatment,1,30,14,2,Referral,58.3941605839416,Converted,9,1,1,Rural
596,27,Male,Europe,0,213,Bundle,60,1,5,6.4965197215777275,24.0,1,Control,1,30,0,0,,48.9051094890511,Engaged,3,2,0,Urban
597,30,Female,Midwest U.S.,0,269,,0,0,1,10.0,22.0,1,Treatment,1,30,5,0,,56.20437956204379,Lead,2,5,0,Suburban
598,31,Female,Europe,0,297,,30,0,1,5.698701510155901,29.0,0,Treatment,0,30,11,0,,64.96350364963503,Lead,5,4,0,Suburban
599,30,Female,Northeast U.S.,1,125,eBook,30,0,5,6.4965197215777275,24.0,1,Treatment,1,30,24,49,Website,45.98540145985402,Converted,13,3,1,Urban
600,24,Male,Midwest U.S.,1,89,Data Course,45,1,1,7.864208084015143,26.0,1,Control,0,30,9,0,,42.33576642335766,Engaged,0,1,1,Urban
601,29,Female,Northeast U.S.,0,233,eBook,30,0,3,8.206130174624496,35.0,0,Control,0,30,4,0,,80.2919708029197,Lead,3,2,0,Rural
602,37,Female,West U.S.,0,271,Data Course,45,0,1,4.672935238327839,,1,Treatment,1,30,9,0,,42.33576642335766,Engaged,0,4,0,Suburban
603,34,Female,West U.S.,0,237,1-1 Session,22,1,4,5.014857328937193,21.0,0,Treatment,0,30,0,0,,75.91240875912408,Engaged,4,0,0,Suburban
604,26,Female,Europe,0,200,1-1 Session,68,1,3,5.470753449749666,36.0,0,Treatment,0,30,13,0,,70.8029197080292,Engaged,2,1,0,Rural
605,30,Female,Northeast U.S.,1,125,Data Course,45,0,4,3.419220906093541,4.0,1,Control,1,30,0,0,,18.248175182481752,Engaged,5,0,0,Urban
606,36,Female,Midwest U.S.,0,159,Bundle,60,1,2,6.1545976309683725,32.0,0,Control,1,30,19,130,Email Campaign,67.15328467153284,Converted,8,5,1,Urban
607,23,Male,Europe,0,282,Bundle,60,1,3,5.8126755403590185,17.0,1,Control,0,30,8,0,,64.23357664233576,Lead,3,5,0,Urban
608,26,Female,West U.S.,0,266,eBook,30,0,1,6.838441812187082,47.0,1,Control,1,30,0,0,,58.3941605839416,Lead,5,3,0,Urban
609,18,Female,West U.S.,0,317,Bundle,60,1,2,4.900883298734075,15.0,0,Control,1,30,17,0,,78.1021897810219,Lead,3,5,1,Rural
610,39,Female,West U.S.,1,149,,0,0,1,5.8126755403590185,25.0,1,Control,1,30,13,0,,42.33576642335766,Lead,2,2,0,Suburban
611,20,Male,Europe,1,123,eBook,30,0,2,6.4965197215777275,15.0,0,Treatment,1,30,13,13,Email Campaign,40.87591240875913,Converted,13,0,0,Suburban
612,18,Male,Midwest U.S.,0,134,1-1 Session,107,1,2,4.103065087312247,29.0,1,Treatment,0,30,6,0,,43.79562043795621,Lead,3,0,0,Rural
613,32,Non-binary,West U.S.,0,365,Bundle,60,1,4,9.23189644645256,57.0,0,Treatment,1,30,30,211,Social Media,81.02189781021897,Converted,12,4,1,Suburban
614,31,Female,Europe,1,15,1-1 Session,17,1,1,5.584727479952783,48.0,1,Treatment,1,30,10,0,,10.218978102189782,Engaged,2,1,0,Urban
615,43,Female,Europe,1,83,Data Course,45,1,4,6.838441812187082,39.0,0,Control,0,30,22,0,,45.98540145985402,Lead,1,2,1,Urban
616,24,Female,Southwest U.S.,1,65,Data Course,45,0,4,8.548052265233853,47.0,0,Treatment,0,30,28,0,,18.248175182481752,Lead,3,1,0,Suburban
617,30,Male,Southwest U.S.,0,309,,26,0,4,7.180363902796436,60.0,1,Control,0,30,6,0,,75.18248175182481,Engaged,3,0,0,Rural
618,26,Female,Midwest U.S.,0,263,,95,0,5,5.926649570562137,31.0,1,Treatment,0,30,9,0,,68.61313868613139,Engaged,0,2,0,Urban
619,34,Female,West U.S.,0,373,eBook,30,0,4,4.444987177921602,16.0,0,Treatment,1,30,11,0,,76.64233576642336,Engaged,0,3,0,Suburban
620,36,Female,Southwest U.S.,0,173,1-1 Session,146,1,2,4.672935238327839,41.0,1,Treatment,0,30,13,0,,58.3941605839416,Engaged,0,3,0,Urban
621,41,Male,Midwest U.S.,0,369,1-1 Session,18,1,3,7.864208084015143,12.0,0,Treatment,1,30,0,0,,73.72262773722628,Engaged,0,4,1,Urban
622,30,Non-binary,Southwest U.S.,1,39,eBook,30,0,3,8.320104204827617,33.0,0,Treatment,1,30,24,33,Website,43.79562043795621,Converted,14,2,0,Urban
623,28,Male,West U.S.,1,115,1-1 Session,0,1,1,2.621402694671715,54.0,1,Treatment,0,30,17,0,,32.846715328467155,Engaged,2,2,0,Suburban
624,27,Male,Europe,1,80,Bundle,60,1,4,6.040623600765255,18.0,0,Treatment,0,30,11,5,Referral,30.656934306569344,Converted,6,0,1,Urban
625,42,Female,West U.S.,0,302,,0,0,3,4.331013147718484,38.0,0,Control,0,30,1,0,,70.07299270072993,Lead,1,3,0,Rural
626,24,Female,Southwest U.S.,0,144,,21,0,3,9.801766597468148,35.0,0,Treatment,1,30,8,0,,53.28467153284672,Lead,1,1,0,Rural
627,33,Female,West U.S.,1,52,eBook,30,0,5,7.636260023608906,33.0,0,Treatment,1,30,12,0,,0.0,Engaged,5,3,0,Urban
628,21,Female,Europe,1,78,Bundle,60,1,4,6.040623600765255,15.0,0,Treatment,1,30,15,0,,8.02919708029197,Lead,3,2,1,Suburban
629,23,Female,Northeast U.S.,1,93,Data Course,45,0,2,6.268571661171491,47.0,0,Treatment,0,30,10,0,,24.817518248175183,Engaged,3,0,1,Suburban
630,37,Male,Europe,1,142,eBook,30,0,5,9.687792567265031,16.0,1,Treatment,1,30,3,0,,52.55474452554745,Engaged,3,0,1,Urban
631,21,Female,Southwest U.S.,0,208,1-1 Session,4,1,1,4.444987177921602,33.0,0,Control,1,30,20,0,,41.6058394160584,Lead,2,5,1,Suburban
632,32,Male,Europe,1,127,,113,0,4,0.5698701510155901,16.0,0,Treatment,1,30,16,0,,32.11678832116788,Engaged,0,1,1,Rural
633,34,Male,Midwest U.S.,0,236,1-1 Session,14,1,2,7.978182114218262,18.0,0,Control,1,30,5,0,,57.66423357664233,Lead,1,2,1,Suburban
634,27,Male,West U.S.,1,105,,55,0,1,4.103065087312247,,1,Control,1,30,19,0,,18.97810218978102,Engaged,1,2,1,Suburban
635,39,Female,Northeast U.S.,1,21,Data Course,45,1,4,10.0,38.0,0,Control,0,30,15,0,,8.02919708029197,Lead,1,1,0,Urban
636,33,Male,Northeast U.S.,1,68,1-1 Session,0,1,3,1.2537143322342983,50.0,0,Control,0,30,7,0,,8.75912408759124,Engaged,1,0,1,Suburban
637,26,Male,West U.S.,0,267,eBook,30,1,2,8.889974355843204,55.0,1,Treatment,1,30,12,0,,76.64233576642336,Lead,2,4,1,Rural
638,38,Female,West U.S.,1,0,eBook,30,0,4,6.724467781983963,52.0,1,Treatment,0,30,26,16,Referral,32.11678832116788,Converted,13,2,1,Urban
639,31,Male,Midwest U.S.,1,114,Data Course,45,0,1,3.1912728456873056,32.0,0,Treatment,1,30,0,0,,18.97810218978102,Lead,2,1,0,Suburban
640,38,Male,Europe,0,203,Data Course,45,0,2,9.23189644645256,24.0,1,Control,0,30,5,0,,61.31386861313869,Engaged,5,2,0,Suburban
641,34,Male,Northeast U.S.,1,9,Data Course,45,0,4,8.320104204827617,49.0,1,Treatment,0,30,12,0,,11.67883211678832,Engaged,3,0,0,Urban
642,36,Female,Southwest U.S.,0,211,Data Course,45,0,2,7.636260023608906,21.0,0,Treatment,1,30,7,104,Website,69.34306569343066,Converted,14,4,1,Urban
643,21,Non-binary,West U.S.,0,405,,0,0,3,3.419220906093541,33.0,1,Treatment,1,30,14,0,,65.69343065693431,Lead,1,4,0,Urban
644,34,Male,West U.S.,1,98,1-1 Session,46,1,4,8.662026295436968,0.0,0,Treatment,1,30,12,0,,12.408759124087592,Lead,0,1,0,Urban
645,19,Female,Northeast U.S.,1,130,Data Course,45,1,1,9.573818537061914,28.0,0,Treatment,1,30,8,0,,45.98540145985402,Engaged,4,0,1,Urban
646,32,Non-binary,West U.S.,1,111,Data Course,45,1,4,7.636260023608906,4.0,1,Control,0,30,22,0,,23.35766423357664,Lead,0,2,0,Urban
647,18,Male,Northeast U.S.,0,230,eBook,30,0,3,3.1912728456873056,32.0,0,Control,1,30,18,0,,48.9051094890511,Engaged,0,2,1,Urban
648,23,Female,Southwest U.S.,0,324,,31,0,4,7.294337932999554,31.0,0,Control,0,30,8,0,,66.42335766423358,Engaged,2,3,1,Suburban
649,26,Non-binary,Southwest U.S.,0,231,Bundle,60,1,4,3.3052468758904223,14.0,1,Treatment,1,30,13,82,Website,61.31386861313869,Converted,6,3,1,Suburban
650,38,Male,Northeast U.S.,1,117,eBook,30,1,2,7.978182114218262,43.0,0,Treatment,1,30,13,0,,36.496350364963504,Engaged,0,2,0,Rural
651,29,Male,West U.S.,1,72,,92,1,1,8.206130174624496,44.0,0,Control,0,30,18,0,,51.82481751824818,Lead,2,1,0,Suburban
652,21,Non-binary,Midwest U.S.,0,139,,97,0,4,9.687792567265031,33.0,0,Treatment,0,30,33,29,Website,56.20437956204379,Converted,14,4,1,Suburban
653,39,Male,Midwest U.S.,0,187,Bundle,60,1,1,8.662026295436968,40.0,1,Treatment,0,30,13,0,,51.09489051094891,Lead,3,2,0,Urban
654,20,Male,Europe,0,349,1-1 Session,0,1,3,6.838441812187082,6.0,1,Treatment,1,30,12,0,,55.47445255474452,Lead,0,2,0,Suburban
